rates
4.157356
108.94166
121.165711
546.994295
2.04011
662.136558
114.080547
1.5890170000000001
2.037625
1.9286500000000002
1.963004
2.285544
97.118363
1.9548809999999999
0.42693499999999995
2261.449594
1.1318570000000001
1.5508959999999998
7.8162769999999995
6.349381
1.131982
2.0848163e-05
84.771115
13.388263
2.898293
22184.390408
2.28173
1.448268
2270.504856
1.044937
0.03413
941.761776
7.236006
4535.34961
724.085138
1.1318570000000001
29.994201
110.865805
25.644254
201.15401
7.436529
64.120124
157.492627
17.798608
16.978201
53.480671
1.0
2.405241
0.8437239999999999
0.848309
3.503142
0.8437239999999999
6.96136
0.8437239999999999
59.33763
10639.452945
8.7592
236.824952
8.827203
27.373998
7.529907
111.842698
369.313946
16315.374103
3.60352
0.8437239999999999
84.949282
1651.944786
47849.240424
146.994661
0.8437239999999999
176.276254
0.802531
128.312974
127.338179
95.952813
4607.788833
493.489898
1018.671385
1353.519895
0.342568
0.9432849999999999
493.820059
12274.985802
1734.574599
229.21929
161.007041
18.404421
3.342079
0.684649
5.223563
10.457794
20.114313
4510.449157
61.841562
2027.034222
3235.093753
9.092493
404.072631
48.655332
17.487614
924.165189
24.80023
4.797984
72.246837
18.404416
463.93715
39.869694
10.230564
135.634105
1.659214
0.435799
1.131982
4.561807
3.995879
57.15601
199.776891
4.712007
7726.44301
4.121134
4.949387
117.577692
85.517473
1140.345578
4.245574
9.12793
16.587227
495.753599
10.365774
1.552093
1.559024
12588.510083
661.004669
24.357975
23427.147517
9.904593
1422.498832
17.661101
38.119843
12.774181
3.972817
3.262054
2.577468
14.063663
7.675256
31.543604
2606.666253
30.66698
4033.039753
1.1318570000000001
49.941849
12214.997383
242025159863.65485
25669.377044
125.99784
2.901674
658.374829
0.048906
0.0006309999999999999
3.0589
0.812097
660.442434
119.920625
283.247539
18.419779
10188.072176
20.120034
364.457381
